gene_id	gene_name	cancer_gene	self_rbp	shRNA_KD	uorftx_number	alltx_number	eps	uorftx_tpm_control	uorftx_tpm_smg6	uorftx_tpm_upf1	gene_tpm_control	gene_tpm_smg6	gene_tpm_upf1	frac_control	frac_smg6	frac_upf1
ENSG00000125445.6	MRPS7	FALSE	FALSE	FALSE	1	1	0	34.417317	35.046419	44.647115	34.417317	35.046419	44.647115	1	1	1
ENSG00000181038.9	METTL23	FALSE	FALSE	FALSE	1	4	0	0.413896	3.16752	2.690645	22.486003999999998	49.801811	57.583726	0.018406827642652737	0.06360250634259064	0.04672578846321963
ENSG00000092931.7	MFSD11	FALSE	FALSE	FALSE	1	5	0	0.327882	0.356864	0.288147	4.756222	8.302278	11.104377	0.06893748862016953	0.04298386539212491	0.025948956884298865
ENSG00000129657.10	SEC14L1	FALSE	FALSE	FALSE	6	8	0	20.539734	17.793025	22.746921	39.962798	33.844966	41.143489	0.5139713690718052	0.5257214617973025	0.5528680613352941
ENSG00000141564.9	RPTOR	FALSE	FALSE	FALSE	1	2	0	0.712547	0.448825	1.160367	3.7418890000000005	3.4949019999999997	3.0015330000000002	0.19042440863424862	0.12842277122505869	0.3865914517681464
ENSG00000175866.11	BAIAP2	FALSE	FALSE	FALSE	1	2	0	1.925868	6.866498	0.684985	1.925868	6.866498	12.269499	1	1	0.055828277910939965
ENSG00000141552.13	ANAPC11	FALSE	FALSE	FALSE	6	11	0	64.655677	66.402923	54.816979	179.608234	176.49048200000001	186.216005	0.3599816977210521	0.37624081620446814	0.294373080337536
ENSG00000141562.13	NARF	FALSE	FALSE	FALSE	2	4	0	29.580552	41.845656000000005	48.988113	33.329474	44.800978	54.116485000000004	0.8875193169865208	0.9340344311233564	0.905234569466217
ENSG00000167699.9	GLOD4	FALSE	FALSE	FALSE	1	3	0	1.981524	9.303192	18.262454	177.77035899999998	180.741309	186.709223	0.011146537651982804	0.051472416856292655	0.09781227572244784
ENSG00000127804.8	METTL16	FALSE	FALSE	FALSE	2	2	0	12.107564	11.364277999999999	12.730902	12.107564	11.364277999999999	12.730902	1	1	1
ENSG00000040633.8	PHF23	FALSE	FALSE	FALSE	1	1	0	8.588936	7.72736	9.356932	8.588936	7.72736	9.356932	1	1	1
ENSG00000187838.12	TMEM256-PLSCR3	FALSE	FALSE	FALSE	1	2	0	0.910202	0.729866	0.567662	0.910202	0.729866	0.681984	1	1	0.8323685013138138
ENSG00000154957.9	ZNF18	FALSE	FALSE	FALSE	3	3	0	1.5298319999999999	1.687524	1.982024	1.5298319999999999	1.687524	1.982024	1	1	1
ENSG00000153976.2	HS3ST3A1	FALSE	FALSE	FALSE	1	1	0	0.557469	0.586675	0.65616	0.557469	0.586675	0.65616	1	1	1
ENSG00000175106.12	TVP23C	FALSE	FALSE	FALSE	1	3	0	40.405232	59.767368	49.312641	85.839118	163.404166	207.615361	0.4707088439562019	0.3657640405569586	0.2375192315370152
ENSG00000141027.16	NCOR1	TRUE	FALSE	FALSE	1	3	0	5.434555	2.182005	5.065584	30.852632	44.793552	66.280682	0.17614558783834064	0.048712479867638096	0.076426250411847
ENSG00000154803.8	FLCN	TRUE	FALSE	FALSE	1	1	0	4.544415	6.672813	7.381554	4.544415	6.672813	7.381554	1	1	1
ENSG00000109083.9	IFT20	FALSE	FALSE	FALSE	1	2	0	13.616649	30.367769	37.18097	46.468105	90.299212	119.851789	0.29303215614236905	0.33630159474702837	0.310224572450896
ENSG00000076382.12	SPAG5	FALSE	FALSE	FALSE	1	1	0	2.178387	4.78553	3.755694	2.178387	4.78553	3.755694	1	1	1
ENSG00000073536.13	NLE1	FALSE	FALSE	FALSE	1	1	0	6.291876	10.621438	15.011143	6.291876	10.621438	15.011143	1	1	1
ENSG00000172716.12	SLFN11	FALSE	FALSE	FALSE	1	2	0	20.242547	19.094068	13.809171	26.158994999999997	24.163291	21.862059	0.7738273966564847	0.7902097441941993	0.6316500655313391
ENSG00000141140.12	MYO19	FALSE	FALSE	FALSE	3	3	0	6.006388	3.732975	6.155247	6.006388	3.732975	6.155247	1	1	1
ENSG00000141141.10	DDX52	FALSE	FALSE	TRUE	1	2	0	39.023268	45.787247	47.237931	154.322296	140.670197	150.458326	0.25286863279950167	0.32549358696071207	0.31396023241678234
ENSG00000108296.7	CWC25	FALSE	FALSE	FALSE	2	2	0	11.77148	22.510713000000003	24.667489000000003	11.77148	22.510713000000003	24.667489000000003	1	1	1
ENSG00000008838.13	MED24	FALSE	FALSE	FALSE	1	1	0	16.732867	19.519214	16.876714	16.732867	19.519214	16.876714	1	1	1
ENSG00000131747.10	TOP2A	FALSE	FALSE	FALSE	1	1	0	52.751091	46.979132	46.725787	52.751091	46.979132	46.725787	1	1	1
ENSG00000073584.14	SMARCE1	TRUE	FALSE	FALSE	1	2	0	1.34194	1.061287	1.103973	34.449629	49.639615	36.839182	0.038953685103546395	0.021379839468940284	0.029967359210093213
ENSG00000126581.8	BECN1	FALSE	FALSE	FALSE	1	1	0	13.834743	15.527233	26.442827	13.834743	15.527233	26.442827	1	1	1
ENSG00000172992.7	DCAKD	FALSE	FALSE	FALSE	4	4	0	13.51463	16.527155	15.286277	13.51463	16.527155	15.286277	1	1	1
ENSG00000120071.8	KANSL1	FALSE	FALSE	FALSE	1	3	0	2.421516	5.687672	8.868308	7.492275	15.500772000000001	19.348466000000002	0.3232016977486811	0.3669283052482805	0.4583468270817955
ENSG00000228696.4	ARL17B	FALSE	FALSE	FALSE	2	2	0	148.60936	135.56359	180.745465	148.60936	135.56359	180.745465	1	1	1
ENSG00000004897.7	CDC27	FALSE	FALSE	FALSE	1	1	0	59.861763	87.645014	103.211075	59.861763	87.645014	103.211075	1	1	1
ENSG00000167085.7	PHB	FALSE	FALSE	FALSE	1	1	0	1155.45971	803.753892	896.786942	1155.45971	803.753892	896.786942	1	1	1
ENSG00000121067.13	SPOP	TRUE	FALSE	FALSE	2	3	0	16.984128	12.912344	15.735379	20.695791	17.468097	19.681950999999998	0.8206561421112147	0.7391958036413468	0.7994826833986124
ENSG00000108829.9	LRRC59	FALSE	FALSE	FALSE	1	1	0	41.649116	41.420884	45.123325	41.649116	41.420884	45.123325	1	1	1
ENSG00000141232.4	TOB1	FALSE	FALSE	FALSE	2	2	0	25.465598999999997	28.395757	22.869329	25.465598999999997	28.395757	22.869329	1	1	1
ENSG00000166292.7	TMEM100	FALSE	FALSE	FALSE	2	2	0	3.647491	3.357012	3.0013520000000002	3.647491	3.357012	3.0013520000000002	1	1	1
ENSG00000011143.12	MKS1	FALSE	FALSE	FALSE	1	3	0	11.358838	10.481889	12.03282	13.752481	63.058644	16.303827	0.8259482779870775	0.16622445925097915	0.7380365358391009
ENSG00000108395.9	TRIM37	FALSE	FALSE	FALSE	2	2	0	8.929624	12.787178999999998	12.983355	8.929624	12.787178999999998	12.983355	1	1	1
ENSG00000108423.10	TUBD1	FALSE	FALSE	FALSE	2	6	0	0.587031	0.191798	0.361901	31.361660999999998	56.373103	59.845528	0.01871810935013933	0.0034022963043208745	0.0060472521856603885
ENSG00000266173.1	STRADA	FALSE	FALSE	FALSE	2	2	0	8.416407	18.929277	13.384342	8.416407	18.929277	13.384342	1	1	1
ENSG00000108588.9	CCDC47	FALSE	FALSE	FALSE	3	3	0	39.095208	48.257587	41.516164999999994	39.095208	48.257587	41.516164999999994	1	1	1
ENSG00000108592.12	FTSJ3	FALSE	FALSE	FALSE	1	1	0	0.446732	0.254775	1.259454	0.446732	0.254775	1.259454	1	1	1
ENSG00000136478.3	TEX2	FALSE	FALSE	FALSE	1	2	0	0.823088	1.56897	1.142652	1.415298	2.381711	2.0971539999999997	0.5815651544763012	0.6587575066832205	0.5448584128776428
ENSG00000256525.2	POLG2	FALSE	FALSE	FALSE	1	1	0	7.86814	11.460369	12.077589	7.86814	11.460369	12.077589	1	1	1
ENSG00000108654.7	DDX5	TRUE	FALSE	TRUE	1	1	0	78.433014	76.337381	101.040242	78.433014	76.337381	101.040242	1	1	1
ENSG00000198265.7	HELZ	FALSE	FALSE	FALSE	1	1	0	3.64456	5.636048	6.966712	3.64456	5.636048	6.966712	1	1	1
ENSG00000186665.8	C17orf58	FALSE	FALSE	FALSE	3	3	0	18.955353000000002	19.884574	18.823242	18.955353000000002	19.884574	18.823242	1	1	1
ENSG00000161513.7	FDXR	FALSE	FALSE	FALSE	1	2	0	0.968439	2.551044	4.419318	13.762873	15.241035	36.854552	0.07036604929799178	0.16737997124211054	0.11991240593563585
ENSG00000189159.11	HN1	FALSE	FALSE	FALSE	2	6	0	87.385965	82.287931	81.13292399999999	356.50635	339.295957	393.56382499999995	0.2451175554096021	0.24252552764723925	0.20614934312115704
ENSG00000125454.7	SLC25A19	FALSE	FALSE	FALSE	0	3	0	0	0	0	17.924294	25.789539	32.211649	0	0	0
ENSG00000177885.9	GRB2	FALSE	FALSE	FALSE	4	4	0	63.854229	58.430598	60.148823	63.854229	58.430598	60.148823	1	1	1
ENSG00000177303.5	CASKIN2	FALSE	FALSE	FALSE	1	2	0	0.135832	0.541996	0.701889	0.25774600000000003	0.9042460000000001	1.386825	0.5269994490700146	0.5993899890074161	0.5061121626737332
ENSG00000108469.10	RECQL5	FALSE	FALSE	FALSE	1	2	0	1.67125	1.181924	1.287749	1.67125	2.6785319999999997	3.1443250000000003	1	0.44125812198622233	0.40954704109785084
ENSG00000161533.7	ACOX1	FALSE	FALSE	FALSE	1	2	0	1.202615	1.217842	2.427775	7.441508	19.201158	9.489178	0.16160904483338592	0.06342544548615246	0.25584671296080647
ENSG00000167881.10	SRP68	FALSE	FALSE	TRUE	1	3	0	32.281211	12.990378	13.98909	164.245378	157.159203	155.87098	0.19654258398674695	0.08265744386601401	0.089747879945324
ENSG00000184557.3	SOCS3	FALSE	FALSE	FALSE	1	1	0	0.037143	0.18593	0.034957	0.037143	0.18593	0.034957	1	1	1
ENSG00000171302.12	CANT1	TRUE	FALSE	FALSE	1	3	0	2.798837	1.322151	2.456057	2.798837	3.02203	3.2925709999999997	1	0.43750426038126694	0.7459389638067031
ENSG00000157637.8	SLC38A10	FALSE	FALSE	FALSE	2	2	0	0.128855	0.382475	0	0.128855	0.382475	0	1	1	NaN
ENSG00000184009.5	ACTG1	FALSE	FALSE	FALSE	3	4	0	71.980207	66.927556	69.739281	1587.845151	1564.8625260000001	1430.968099	0.045332006685077565	0.042768968448030936	0.048735734254827724
ENSG00000182446.9	NPLOC4	FALSE	FALSE	FALSE	1	2	0	6.240858	7.258289	8.52527	13.291826	14.799509	18.133742	0.46952600793901456	0.49044120315072615	0.4701329709003249
ENSG00000141551.10	CSNK1D	FALSE	FALSE	FALSE	2	2	0	7.8295520000000005	11.673733	16.559083	7.8295520000000005	11.673733	16.559083	1	1	1
ENSG00000141580.11	WDR45B	FALSE	FALSE	FALSE	1	1	0	8.907425	10.325005	13.343727	8.907425	10.325005	13.343727	1	1	1
ENSG00000101558.9	VAPA	FALSE	FALSE	FALSE	2	2	0	53.37880800000001	38.446952	42.620644	53.37880800000001	38.446952	42.620644	1	1	1
ENSG00000141404.11	GNAL	FALSE	FALSE	FALSE	1	3	0	0.506909	0.549455	0.278221	0.7455990000000001	1.80583	0.8830610000000001	0.6798681328703499	0.3042672898334838	0.3150643047309302
ENSG00000134769.17	DTNA	FALSE	FALSE	FALSE	2	6	0	12.666196	9.391579	8.642044	31.239421	25.664984999999998	25.286684	0.40545553004967666	0.36592965084530543	0.3417626447184613
ENSG00000082212.7	ME2	FALSE	FALSE	FALSE	2	2	0	33.642799	34.717228	27.529006000000003	33.642799	34.717228	27.529006000000003	1	1	1
ENSG00000141682.11	PMAIP1	FALSE	FALSE	FALSE	1	1	0	93.777802	110.975942	158.078615	93.777802	110.975942	158.078615	1	1	1
ENSG00000179981.9	TSHZ1	FALSE	FALSE	FALSE	1	2	0	1.4986679999999999	1.214015	0.993357	1.663061	1.214015	1.146848	0.9011503486643003	1	0.8661627347303217
ENSG00000131196.13	NFATC1	FALSE	FALSE	FALSE	2	3	0	0.080394	0.642892	0.219539	2.299332	2.2752369999999997	2.236459	0.0349640678249161	0.28256045414170045	0.09816365960654767
ENSG00000154889.12	MPPE1	FALSE	FALSE	FALSE	3	3	0	4.0070939999999995	12.380037999999999	12.506387	4.0070939999999995	12.380037999999999	12.506387	1	1	1
ENSG00000175322.7	ZNF519	FALSE	FALSE	FALSE	1	1	0	16.10389	19.594181	31.524321	16.10389	19.594181	31.524321	1	1	1
ENSG00000067900.6	ROCK1	FALSE	FALSE	FALSE	1	1	0	2.504948	1.790764	1.983057	2.504948	1.790764	1.983057	1	1	1
ENSG00000134490.9	TMEM241	FALSE	FALSE	FALSE	1	3	0	0.5535	0.987461	1.132835	25.187341	7.542789	13.536572	0.021975324826864415	0.13091457284566757	0.08368699254139084
ENSG00000141380.9	SS18	TRUE	FALSE	FALSE	2	5	0	4.169882	8.355368	8.426255000000001	107.73648200000001	132.882948	148.380158	0.0387044566760589	0.06287765379798768	0.056788287016111695
ENSG00000172466.11	ZNF24	FALSE	FALSE	FALSE	2	3	0	11.404536	10.728697	14.096836999999999	24.75351	20.845719000000003	26.615304	0.46072399429414257	0.5146714776304909	0.5296515493492014
ENSG00000141424.8	SLC39A6	FALSE	FALSE	FALSE	2	2	0	16.445757999999998	19.675120999999997	18.193441	16.445757999999998	19.675120999999997	18.193441	1	1	1
ENSG00000134779.10	TPGS2	FALSE	FALSE	FALSE	2	3	0	1.456116	5.006552999999999	8.280014	66.277023	149.067723	92.52272599999999	0.021970147934978913	0.03358576155349203	0.0894916779689349
ENSG00000152234.11	ATP5A1	FALSE	FALSE	FALSE	1	3	0	161.39373	136.10364	119.930961	214.314334	193.43832	163.19152	0.7530701609533966	0.7036022645357962	0.7349092710209452
ENSG00000141627.9	DYM	FALSE	FALSE	FALSE	1	1	0	14.502565	17.608496	16.521307	14.502565	17.608496	16.521307	1	1	1
ENSG00000265681.2	RPL17	FALSE	FALSE	FALSE	3	4	0	13619.610868	12714.143336	11293.997288	13812.069594	13014.360792	11563.007367	0.986065902384129	0.9769318323966748	0.976735284302617
ENSG00000091164.8	TXNL1	FALSE	FALSE	FALSE	1	3	0	14.550191	18.542315	19.316371	43.005185	51.440923999999995	57.800781	0.33833573788835	0.3604584357777088	0.3341887543007421
ENSG00000134440.7	NARS	FALSE	FALSE	FALSE	1	2	0	1.312793	2.010231	0.782376	136.21496	123.979912	126.306257	0.009637656539340468	0.016214167017637504	0.006194277453728994
ENSG00000197563.5	PIGN	FALSE	FALSE	FALSE	2	2	0	4.6342170000000005	4.536653	5.598991	4.6342170000000005	4.536653	5.598991	1	1	1
ENSG00000116017.6	ARID3A	FALSE	FALSE	FALSE	1	1	0	1.123032	1.384184	1.303507	1.123032	1.384184	1.303507	1	1	1
ENSG00000167470.8	MIDN	FALSE	FALSE	FALSE	1	2	0	0.179737	0	0.190148	1.21109	1.468913	1.340287	0.14840928419853192	0	0.1418711067107269
ENSG00000160953.10	MUM1	FALSE	FALSE	FALSE	1	2	0	6.963882	10.294802	14.930248	12.60027	10.294802	14.930248	0.5526772045360933	1	1
ENSG00000133275.11	CSNK1G2	FALSE	FALSE	FALSE	1	1	0	8.404738	12.441172	12.990908	8.404738	12.441172	12.990908	1	1	1
ENSG00000104897.5	SF3A2	FALSE	FALSE	FALSE	1	1	0	30.898159	31.562506	33.640018	30.898159	31.562506	33.640018	1	1	1
ENSG00000099860.4	GADD45B	FALSE	FALSE	FALSE	1	1	0	97.310334	143.136634	207.691575	97.310334	143.136634	207.691575	1	1	1
ENSG00000160633.8	SAFB	FALSE	TRUE	FALSE	3	3	0	148.850616	356.74424899999997	409.971383	148.850616	356.74424899999997	409.971383	1	1	1
ENSG00000130255.8	RPL36	FALSE	FALSE	FALSE	1	4	0	46.07542	47.219111	49.850621	3239.8181050000003	2813.539789	3050.2144869999997	0.014221607049140186	0.016782812592383067	0.016343316580674283
ENSG00000130544.7	ZNF557	FALSE	FALSE	FALSE	3	3	0	2.289142	5.705191	8.650393999999999	2.289142	5.705191	8.650393999999999	1	1	1
ENSG00000130803.10	ZNF317	FALSE	FALSE	FALSE	1	1	0	3.083137	5.005773	4.295402	3.083137	5.005773	4.295402	1	1	1
ENSG00000188321.9	ZNF559	FALSE	FALSE	FALSE	3	3	0	7.300657	29.158348	37.636503	7.300657	29.158348	37.636503	1	1	1
ENSG00000188629.7	ZNF177	FALSE	FALSE	FALSE	2	4	0	1.5998899999999998	0	4.853076	8.240293	5.419337	18.32012	0.19415450397212816	0	0.2649041600164191
ENSG00000198258.6	UBL5	FALSE	FALSE	FALSE	1	2	0	14.981368	17.70572	10.437781	504.428651	451.604475	452.07307999999995	0.029699676991583098	0.03920625454386828	0.023088702826543003
ENSG00000105364.9	MRPL4	FALSE	FALSE	FALSE	2	3	0	6.577416	3.258276	3.57138	6.577416	9.581915	9.993295	1	0.34004434395420957	0.35737762169534676
ENSG00000129351.13	ILF3	FALSE	TRUE	TRUE	3	3	0	610.827748	575.405883	575.054761	610.827748	575.405883	575.054761	1	1	1
ENSG00000130175.5	PRKCSH	FALSE	FALSE	FALSE	2	3	0	18.985739000000002	17.328632	18.834494	18.985739000000002	17.617124	18.968552	1	0.9836243418619293	0.9929326181566205
ENSG00000171295.8	ZNF440	FALSE	FALSE	FALSE	1	1	0	1.728546	6.025758	19.941404	1.728546	6.025758	19.941404	1	1	1
ENSG00000123154.7	WDR83	FALSE	FALSE	FALSE	1	2	0	4.394045	9.013219	11.262542	4.394045	32.065259999999995	44.133707	1	0.28108984614501803	0.255191389202815
ENSG00000179262.5	RAD23A	FALSE	FALSE	FALSE	1	2	0	95.435272	97.495905	114.615392	95.435272	97.495905	114.615392	1	1	1
ENSG00000104957.9	CCDC130	FALSE	FALSE	FALSE	2	2	0	3.038705	5.457015	13.130144999999999	3.038705	5.457015	13.130144999999999	1	1	1
ENSG00000123146.15	CD97	FALSE	FALSE	FALSE	1	3	0	0.328705	0.32143	0.153037	10.292003	85.40314400000001	112.77286500000001	0.03193790363255822	0.0037636787704209106	0.0013570374398132032
ENSG00000105393.11	BABAM1	FALSE	FALSE	FALSE	4	4	0	42.820809000000004	54.233584	51.512665999999996	42.820809000000004	54.233584	51.512665999999996	1	1	1
ENSG00000105647.10	PIK3R2	FALSE	FALSE	FALSE	1	1	0	2.792888	3.022184	3.273201	2.792888	3.022184	3.273201	1	1	1
ENSG00000105676.9	ARMC6	FALSE	FALSE	FALSE	3	4	0	8.871349	9.103034	8.541137	8.871349	9.103034	10.641442	1	1	0.8026296624085346
ENSG00000167491.13	GATAD2A	FALSE	FALSE	FALSE	1	4	0	13.460388	15.349689	13.998376	61.372713	66.197869	71.547445	0.21932202997120237	0.23187587805885412	0.1956516546467872
ENSG00000118620.8	ZNF430	FALSE	FALSE	FALSE	1	1	0	3.401542	3.251679	6.467005	3.401542	3.251679	6.467005	1	1	1
ENSG00000160352.11	ZNF714	FALSE	FALSE	FALSE	1	1	0	19.281919	26.701978	32.927162	19.281919	26.701978	32.927162	1	1	1
ENSG00000229676.2	ZNF492	FALSE	FALSE	FALSE	1	1	0	61.157144	77.551107	92.196733	61.157144	77.551107	92.196733	1	1	1
ENSG00000213096.5	ZNF254	FALSE	FALSE	FALSE	1	2	0	6.848159	8.273305	9.439246	59.592022	65.979291	74.17496799999999	0.11491737937672261	0.12539245079187045	0.12725648900852915
ENSG00000105699.12	LSR	FALSE	FALSE	FALSE	3	4	0	1.553143	1.759392	1.761224	6.814590000000001	6.856594	26.236559	0.227914371957814	0.2565985385746917	0.06712862002978363
ENSG00000167635.7	ZNF146	FALSE	FALSE	FALSE	2	2	0	79.603763	77.252083	78.921055	79.603763	77.252083	78.921055	1	1	1
ENSG00000197050.6	ZNF420	FALSE	FALSE	FALSE	1	1	0	20.899724	32.984677	25.505591	20.899724	32.984677	25.505591	1	1	1
ENSG00000128626.7	MRPS12	FALSE	FALSE	FALSE	3	3	0	37.941884	46.157703	50.741719	37.941884	46.157703	50.741719	1	1	1
ENSG00000130669.13	PAK4	FALSE	FALSE	FALSE	3	5	0	13.16002	10.041943999999999	11.099258	25.680545	21.159696	22.294154	0.5124509623919585	0.4745788408302274	0.4978550879302261
ENSG00000179134.10	SAMD4B	FALSE	FALSE	FALSE	1	1	0	4.552595	4.269445	5.2585	4.552595	4.269445	5.2585	1	1	1
ENSG00000105197.6	TIMM50	FALSE	FALSE	FALSE	1	3	0	48.600284	63.470966	72.865888	92.156941	117.924872	125.58798399999999	0.5273643360189223	0.5382322229698923	0.580197927215712
ENSG00000077312.4	SNRPA	FALSE	FALSE	FALSE	1	1	0	75.01269	59.428553	51.455667	75.01269	59.428553	51.455667	1	1	1
ENSG00000105429.8	MEGF8	FALSE	FALSE	FALSE	1	2	0	0	0.158717	0.298701	0.954058	3.29268	3.417408	0	0.04820298358783726	0.08740571801786617
ENSG00000124444.11	ZNF576	FALSE	FALSE	FALSE	1	6	0	2.608902	2.878466	3.549893	44.132076	59.964005	69.441421	0.05911577783016598	0.04800323127182716	0.051120684871929674
ENSG00000226763.3	SRRM5	FALSE	FALSE	FALSE	1	1	0	1.841151	3.392197	3.633331	1.841151	3.392197	3.633331	1	1	1
ENSG00000167637.12	ZNF283	FALSE	FALSE	FALSE	2	2	0	30.016751	45.611492	49.942791	30.016751	45.611492	49.942791	1	1	1
ENSG00000186026.6	ZNF284	FALSE	FALSE	FALSE	1	1	0	28.183156	20.318462	27.222161	28.183156	20.318462	27.222161	1	1	1
ENSG00000263002.3	ZNF234	FALSE	FALSE	FALSE	2	2	0	17.700762	25.035113000000003	14.405187000000002	17.700762	25.035113000000003	14.405187000000002	1	1	1
ENSG00000167380.12	ZNF226	FALSE	FALSE	FALSE	6	6	0	1312.23968	892.979774	1447.4068200000002	1312.23968	892.979774	1447.4068200000002	1	1	1
ENSG00000142252.6	GEMIN7	FALSE	FALSE	FALSE	2	4	0	7.244152	6.347818	7.391683	15.510898999999998	15.685762	18.973739	0.4670362433537863	0.40468661962357966	0.3895744007019386
ENSG00000134815.14	DHX34	FALSE	FALSE	FALSE	1	1	0	1.08775	4.666247	7.128996	1.08775	4.666247	7.128996	1	1	1
ENSG00000063176.11	SPHK2	FALSE	FALSE	FALSE	3	5	0	4.771459	7.299777	8.528865999999999	5.488524	9.652948	10.234682	0.8693519423436975	0.7562225550163535	0.8333298484505918
ENSG00000087074.7	PPP1R15A	FALSE	FALSE	FALSE	1	1	0	33.820212	66.041646	93.015086	33.820212	66.041646	93.015086	1	1	1
ENSG00000087086.9	FTL	FALSE	FALSE	FALSE	1	1	0	565.229752	518.519022	675.488362	565.229752	518.519022	675.488362	1	1	1
ENSG00000104852.10	SNRNP70	FALSE	FALSE	TRUE	2	2	0	126.419899	85.862543	96.399316	126.419899	85.862543	96.399316	1	1	1
ENSG00000169136.4	ATF5	FALSE	FALSE	FALSE	2	2	0	6.440053	7.407666	9.918812	6.440053	7.407666	9.918812	1	1	1
ENSG00000198464.9	ZNF480	FALSE	FALSE	FALSE	1	2	0	51.429171	48.005063	70.335213	101.221795	110.760077	155.478256	0.5080839655135536	0.4334148575934992	0.4523797398396339
ENSG00000167555.9	ZNF528	FALSE	FALSE	FALSE	1	1	0	6.541924	16.048744	26.569766	6.541924	16.048744	26.569766	1	1	1
ENSG00000198482.6	ZNF808	FALSE	FALSE	FALSE	1	1	0	2.939394	2.864911	4.041205	2.939394	2.864911	4.041205	1	1	1
ENSG00000179820.11	MYADM	FALSE	FALSE	FALSE	4	4	0	3.3760329999999996	3.6029519999999997	3.48003	3.3760329999999996	3.6029519999999997	3.48003	1	1	1
ENSG00000088038.13	CNOT3	TRUE	FALSE	FALSE	1	3	0	59.854384	80.103814	86.842877	60.071469	81.014171	87.916229	0.9963862212192613	0.9887629906130866	0.9877911960941819
ENSG00000170892.6	TSEN34	FALSE	FALSE	FALSE	1	4	0	9.586069	6.677435	8.222477	21.072368	11.199755	14.906035999999999	0.4549118067793805	0.5962125957219601	0.5516206320714643
ENSG00000133247.9	SUV420H2	FALSE	FALSE	FALSE	1	1	0	5.18853	4.905717	4.83857	5.18853	4.905717	4.83857	1	1	1
ENSG00000063244.8	U2AF2	FALSE	TRUE	TRUE	1	2	0	10.053736	13.54606	14.472205	61.426527	64.945835	14.472205	0.16367091696393646	0.2085747300038563	1
ENSG00000178229.7	ZNF543	FALSE	FALSE	FALSE	1	1	0	1.30823	1.285377	1.220434	1.30823	1.285377	1.220434	1	1	1
ENSG00000131845.10	ZNF304	FALSE	FALSE	FALSE	1	2	0	0	0.637901	0.695825	0.764485	3.9299670000000004	0.695825	0	0.1623171390497681	1
ENSG00000188785.7	ZNF548	FALSE	FALSE	FALSE	1	1	0	0.757747	1.857864	2.52234	0.757747	1.857864	2.52234	1	1	1
ENSG00000186230.6	ZNF749	FALSE	FALSE	FALSE	1	1	0	15.912691	25.638526	20.539055	15.912691	25.638526	20.539055	1	1	1
ENSG00000183647.6	ZNF530	FALSE	FALSE	FALSE	1	1	0	10.586313	6.109007	4.618871	10.586313	6.109007	4.618871	1	1	1
ENSG00000198466.8	ZNF587	FALSE	FALSE	FALSE	1	1	0	2.05761	5.196742	5.716671	2.05761	5.196742	5.716671	1	1	1
ENSG00000130726.7	TRIM28	FALSE	FALSE	FALSE	1	1	0	12.51105	10.805713	10.039627	12.51105	10.805713	10.039627	1	1	1
ENSG00000175221.10	MED16	FALSE	FALSE	FALSE	1	1	0	5.020312	6.79608	3.373295	5.020312	6.79608	3.373295	1	1	1
ENSG00000182087.8	TMEM259	FALSE	FALSE	FALSE	2	2	0	6.883637	11.046073	18.711516	6.883637	11.046073	18.711516	1	1	1
ENSG00000099875.10	MKNK2	FALSE	FALSE	FALSE	1	3	0	5.262617	10.317468	8.22955	6.14108	11.40542	8.554575999999999	0.8569530115224032	0.9046109656636933	0.9620055979396291
ENSG00000141873.6	SLC39A3	FALSE	FALSE	FALSE	1	1	0	3.369762	5.416694	5.577198	3.369762	5.416694	5.577198	1	1	1
ENSG00000011132.7	APBA3	FALSE	FALSE	FALSE	1	1	0	1.594748	3.583678	4.229652	1.594748	3.583678	4.229652	1	1	1
ENSG00000167657.7	DAPK3	FALSE	FALSE	FALSE	2	2	0	121.079155	72.756944	89.693883	121.079155	72.756944	89.693883	1	1	1
ENSG00000142002.12	DPP9	FALSE	FALSE	FALSE	1	1	0	0.88862	1.738775	2.894971	0.88862	1.738775	2.894971	1	1	1
ENSG00000130383.6	FUT5	FALSE	FALSE	FALSE	1	1	0	7.418459	6.015851	5.740234	7.418459	6.015851	5.740234	1	1	1
ENSG00000125651.9	GTF2F1	FALSE	FALSE	TRUE	1	1	0	14.822165	10.024828	10.65587	14.822165	10.024828	10.65587	1	1	1
ENSG00000133250.9	ZNF414	FALSE	FALSE	FALSE	2	2	0	27.864787	28.567878	9.915651	27.864787	28.567878	9.915651	1	1	1
ENSG00000130818.6	ZNF426	FALSE	FALSE	FALSE	2	2	0	2.263955	1.3538540000000001	1.734544	2.263955	1.3538540000000001	1.734544	1	1	1
ENSG00000197961.7	ZNF121	FALSE	FALSE	FALSE	1	1	0	5.835939	7.450409	6.121871	5.835939	7.450409	6.121871	1	1	1
ENSG00000171469.6	ZNF561	FALSE	FALSE	FALSE	1	2	0	12.093854	17.136217	16.172885	12.093854	18.011001	18.251954	1	0.9514305729037491	0.8860906070659612
ENSG00000099203.2	TMED1	FALSE	FALSE	FALSE	1	1	0	9.192332	11.166835	14.15601	9.192332	11.166835	14.15601	1	1	1
ENSG00000105514.3	RAB3D	FALSE	FALSE	FALSE	1	2	0	4.588765	4.903284	1.913721	4.588765	5.170994	1.913721	1	0.9482285224078775	1
