gene_id	gene_name	entrez_id	desc	tx_names	is_rbp	self_rbp	is_cancer_gene	uorf_tx_number	all_tx_number	max_uorf_kozak_score	max_main_kozak_score	diff_score	deltaC_smg6	deltaC_upf1	deltaX_smg6	deltaX_upf1	delta_KD	nmd_gene_control_tpm	nmd_gene_xrn1_tpm	nmd_gene_smg6_tpm	nmd_gene_upf1_tpm	nmd_uorf_tx_control_tpm	nmd_uorf_tx_xrn1_tpm	nmd_uorf_tx_smg6_tpm	nmd_uorf_tx_upf1_tpm	nmd_frac_control	nmd_frac_xrn1	nmd_frac_smg6	nmd_frac_upf1	kd_gene_control_tpm	kd_gene_knockdown_tpm	kd_uorf_tx_control_tpm	kd_uorf_tx_knockdown_tpm	kd_frac_control	kd_frac_knockdown
ENSG00000206562.7	METTL6	131965	methyltransferase like 6	ENST00000443029.1	FALSE	FALSE	FALSE	1	1	0.891089150415143	0.92772174074155	-0.03663259032640698	0	0	0	0	NA	28.642752	32.325128	44.816329	53.98391	28.642752	32.325128	44.816329	53.98391	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163512.9	AZI2	64343	5-azacytidine induced 2	ENST00000479665.1, ENST00000334100.6, ENST00000457172.1	FALSE	FALSE	FALSE	2	3	0.924608300352226	0.906850690326971	0.017757610025255	-0.029555192231664057	0.0012262327430557773	-0.03941990823329537	-0.008638483258575538	NA	79.23557199999999	84.881277	150.82252599999998	128.368895	9.361476	10.865831	13.361699	15.32386	0.11814738965978565	0.12801210566141696	0.08859219742812159	0.11937362240284143	NA	NA	NA	NA	NA	NA
ENSG00000114650.14	SCAP	22937	SREBF chaperone	ENST00000441517.2, ENST00000545718.1	FALSE	FALSE	FALSE	2	2	0.875447694258115	0.921274044359123	-0.045826350101007995	0	0	0	0	NA	1.8897080000000002	2.017512	2.3691750000000003	3.2748809999999997	1.8897080000000002	2.017512	2.3691750000000003	3.2748809999999997	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000047849.17	MAP4	4134	microtubule associated protein 4	ENST00000383737.4, ENST00000395734.3, ENST00000360240.6, ENST00000420772.2, ENST00000441748.2	TRUE	FALSE	FALSE	2	5	0.714084624757726	0.928833573087971	-0.21474894833024494	0.0010743545654174668	0.003364400548138493	0.0017120046885487124	0.004002050671269739	NA	38.094988	42.905135	43.449188	53.166315	0.225866	0.227027	0.304291	0.494097	0.005929021424025649	0.005291371300894404	0.007003375989443116	0.009293421972164142	NA	NA	NA	NA	NA	NA
ENSG00000198218.6	QRICH1	54870	glutamine rich 1	ENST00000395443.2, ENST00000357496.2, ENST00000424300.1	FALSE	FALSE	FALSE	2	3	0.913178948614614	0.894970688249978	0.018208260364635964	0.03437444799896516	0.019859564787747863	0	-0.0145148832112173	NA	15.862742	13.125164999999999	16.386914	15.327371	15.317469000000001	13.125164999999999	16.386914	15.104896	0.9656255520010348	1	1	0.9854851167887827	NA	NA	NA	NA	NA	NA
ENSG00000067560.6	RHOA	387	ras homolog family member A	ENST00000418115.1	FALSE	FALSE	TRUE	1	1	0.67063718451358	0.921616084595727	-0.25097890008214696	0	0	0	0	NA	45.413239	40.884257	41.210679	41.522273	45.413239	40.884257	41.210679	41.522273	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000114383.5	TUSC2	11334	tumor suppressor 2, mitochondrial calcium regulator	ENST00000232496.4	FALSE	FALSE	FALSE	1	1	0.86818446716331	0.941398029920581	-0.07321356275727098	0	0	0	0	NA	12.637617	15.119021	16.741756	18.341156	12.637617	15.119021	16.741756	18.341156	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000126062.3	TMEM115	11070	transmembrane protein 115	ENST00000266025.3	FALSE	FALSE	FALSE	1	1	0.64724367403437	0.914339088097366	-0.267095414062996	0	0	0	0	NA	1.838132	2.691278	2.651831	2.570033	1.838132	2.691278	2.651831	2.570033	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000168374.6	ARF4	378	ADP ribosylation factor 4	ENST00000303436.6	FALSE	FALSE	FALSE	1	1	0.454440748511447	0.963236587143356	-0.508795838631909	0	0	0	0	NA	56.063899	37.261208	42.548514	52.803856	56.063899	37.261208	42.548514	52.803856	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000144744.12	UBA3	9039	ubiquitin like modifier activating enzyme 3	ENST00000540295.1	FALSE	FALSE	FALSE	1	1	0.907187903384539	0.865910514816989	0.04127738856755003	0	0	0	0	NA	61.213317	60.374016	65.638752	64.307061	61.213317	60.374016	65.638752	64.307061	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000169855.15	ROBO1	6091	roundabout guidance receptor 1	ENST00000436010.2, ENST00000495273.1, ENST00000467549.1	FALSE	FALSE	FALSE	1	3	0.685082668013044	0.91568198499099	-0.230599316977946	-0.009401687768879018	0.3003557138018519	-0.008908087360572848	0.3008493142101581	NA	4.588625	4.512078	10.867911999999999	0.778243	0.130371	0.125969	0.2066	0.255861	0.02841177912773434	0.027918178719428168	0.01901009135885532	0.32876749292958624	NA	NA	NA	NA	NA	NA
ENSG00000066422.4	ZBTB11	27107	zinc finger and BTB domain containing 11	ENST00000312938.4	FALSE	FALSE	FALSE	1	1	0.692974875130988	0.91569723369898	-0.22272235856799205	0	0	0	0	NA	0.477892	0.712956	0.621178	0.898971	0.477892	0.712956	0.621178	0.898971	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163611.7	SPICE1	152185	spindle and centriole associated protein 1	ENST00000295872.4	FALSE	FALSE	FALSE	1	1	0.900606650413593	0.855737143175847	0.044869507237745965	0	0	0	0	NA	6.497109	3.007243	6.192442	4.277065	6.497109	3.007243	6.192442	4.277065	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000138495.2	COX17	10063	cytochrome c oxidase copper chaperone COX17	ENST00000261070.2, ENST00000497116.1	FALSE	FALSE	FALSE	2	2	0.714086584702951	0.911553658021996	-0.1974670733190449	0	0	0	0	NA	2021.4179840000002	1626.9361290000002	1293.041076	1280.7918989999998	2021.4179840000002	1626.9361290000002	1293.041076	1280.7918989999998	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163848.14	ZNF148	7707	zinc finger protein 148	ENST00000360647.4, ENST00000544464.1, ENST00000492394.1, ENST00000485866.1	FALSE	FALSE	FALSE	3	4	0.942515583908436	0.911411387454281	0.031104196454155075	-0.0644100011441826	-0.03605201582210249	-0.08291584122280082	-0.05455785590072071	NA	9.874783	8.115945	13.234834999999999	10.384846	8.873674000000001	7.443339999999999	11.040626999999999	8.957632	0.8986196456165164	0.9171254856951346	0.8342096444723338	0.8625676297944139	NA	NA	NA	NA	NA	NA
ENSG00000114520.6	SNX4	8723	sorting nexin 4	ENST00000251775.4, ENST00000536067.1	FALSE	FALSE	FALSE	1	2	0.968642988862367	0.968642988862367	0	-0.004339538507435958	0.010158085609019624	0.03153769762698411	0.04603532174343969	NA	175.165973	137.711231	182.284571	177.871871	34.246129	21.982776	34.846832	36.581988	0.19550674376695296	0.1596295076325329	0.191167205259517	0.20566482937597258	NA	NA	NA	NA	NA	NA
ENSG00000175792.7	RUVBL1	8607	RuvB like AAA ATPase 1	ENST00000322623.5	FALSE	FALSE	FALSE	1	1	0.938435545856023	0.921358074963969	0.017077470892053914	0	0	0	0	NA	220.662222	169.199478	172.950788	176.348187	220.662222	169.199478	172.950788	176.348187	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000169714.12	CNBP	7555	CCHC-type zinc finger nucleic acid binding protein	ENST00000502976.1, ENST00000422453.2, ENST00000446936.2, ENST00000451728.2, ENST00000441626.2	TRUE	FALSE	TRUE	5	5	0.688802903464597	0.945110135291786	-0.25630723182718895	0	0	0	0	NA	371.656571	428.331225	427.73864	552.0017359999999	371.656571	428.331225	427.73864	552.0017359999999	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000184897.4	H1FX	NA	NA	ENST00000333762.4	FALSE	FALSE	FALSE	1	1	0.719302031288667	0.918906108932152	-0.19960407764348498	0	0	0	0	NA	78.140562	57.253913	58.710246	74.445266	78.140562	57.253913	58.710246	74.445266	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000196455.3	PIK3R4	30849	phosphoinositide-3-kinase regulatory subunit 4	ENST00000356763.3	FALSE	FALSE	FALSE	1	1	0.86727497399078	0.907226762988237	-0.039951788997456994	0	0	0	0	NA	1.924	1.703384	2.417356	1.89769	1.924	1.703384	2.417356	1.89769	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000114686.4	MRPL3	11222	mitochondrial ribosomal protein L3	ENST00000264995.3	TRUE	FALSE	FALSE	1	1	0.675526177545095	0.862975506344125	-0.18744932879902998	0	0	0	0	NA	67.032257	59.353275	69.277018	73.53891	67.032257	59.353275	69.277018	73.53891	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000118007.8	STAG1	10274	stromal antigen 1	ENST00000383202.2, ENST00000434713.2, ENST00000536929.1	FALSE	FALSE	TRUE	1	3	0.905094423829553	0.925879426129665	-0.020785002300112043	0.12842388850126452	0.39269191007278464	0.10750957465542532	0.37177759622694545	NA	8.003362	5.294537	8.688082999999999	6.316753	2.867243	2.007525	4.228305	4.743545	0.3582548184125622	0.3791691322584014	0.4866787069138267	0.7509467284853468	NA	NA	NA	NA	NA	NA
ENSG00000184432.5	COPB2	9276	coatomer protein complex subunit beta 2	ENST00000333188.5	FALSE	FALSE	FALSE	1	1	0.674253341315394	0.98095670694962	-0.30670336563422596	0	0	0	0	NA	43.226825	52.861582	27.61672	33.628288	43.226825	52.861582	27.61672	33.628288	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000114126.13	TFDP2	7029	transcription factor Dp-2	ENST00000499676.2, ENST00000467072.1, ENST00000317104.7	FALSE	FALSE	FALSE	3	3	0.672644097887094	0.901039078911599	-0.22839498102450495	0	0	0	0	NA	8.927736999999999	14.506757	11.930492999999998	12.518459	8.927736999999999	14.506757	11.930492999999998	12.518459	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000018408.10	WWTR1	25937	WW domain containing transcription regulator 1	ENST00000465804.1, ENST00000360632.3	FALSE	FALSE	TRUE	1	2	0.712696078692547	0.913047960722267	-0.20035188202971999	-0.20425882087076436	-0.006717534344520049	-0.48131413644276627	-0.28377284991652196	NA	5.257158	4.082909	4.343035	4.658643	3.061657	3.508991	1.642188	2.6818	0.5823787301047447	0.8594340456767466	0.37811990923398037	0.5756611957602247	NA	NA	NA	NA	NA	NA
ENSG00000068885.10	IFT80	57560	intraflagellar transport 80	ENST00000326448.7	FALSE	FALSE	FALSE	1	1	0.922619229642324	0.913458300680817	0.009160928961506998	0	0	0	0	NA	1.530029	1.745355	1.633494	2.645541	1.530029	1.745355	1.633494	2.645541	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000114209.10	PDCD10	11235	programmed cell death 10	ENST00000392750.2, ENST00000473645.2, ENST00000461494.1, ENST00000470131.1, ENST00000487947.2	FALSE	FALSE	FALSE	2	5	0.240565982046076	0.813295621817059	-0.5727296397709829	0.002929780989742309	-6.991900944312048e-4	-0.004794438006032815	-0.008423409090206328	NA	86.80104200000001	79.454351	83.373872	91.726432	2.3936900000000003	2.804815	2.543447	2.465382	0.027576742684724913	0.03530096168050004	0.030506523674467222	0.02687755259029371	NA	NA	NA	NA	NA	NA
ENSG00000154310.12	TNIK	23043	TRAF2 and NCK interacting kinase	ENST00000436636.2	FALSE	FALSE	FALSE	1	1	0.90153498849983	0.949748321244407	-0.04821333274457695	0	0	0	0	NA	3.387221	1.517787	2.277211	3.308304	3.387221	1.517787	2.277211	3.308304	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000114450.5	GNB4	59345	G protein subunit beta 4	ENST00000232564.3, ENST00000468623.1	FALSE	FALSE	FALSE	1	2	0.716511677921185	0.907516648489677	-0.19100497056849197	0.1277226642126964	0.048106458254723705	0.055479616585002556	-0.02413658937297014	NA	9.964355000000001	10.565055	7.100677	10.179908	2.92689	3.866589	2.992642	3.479925	0.29373602205059934	0.3659790696782932	0.42145868626329575	0.34184248030532305	NA	NA	NA	NA	NA	NA
ENSG00000136527.13	TRA2B	6434	transformer 2 beta homolog	ENST00000382191.4, ENST00000342294.4	TRUE	FALSE	FALSE	2	2	0.647818229399853	0.913992002400406	-0.266173773000553	0	0	0	0	NA	248.80843600000003	228.547485	342.948815	652.672005	248.80843600000003	228.547485	342.948815	652.672005	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163918.6	RFC4	5984	replication factor C subunit 4	ENST00000392481.2, ENST00000296273.2	FALSE	FALSE	FALSE	1	2	0.641006216818343	0.901262470453662	-0.260256253635319	-0.0740476936055875	-0.06739462768533266	0.005704620664677695	0.012357686584932526	NA	35.070987	32.942891	41.518382	39.657952	28.954428	24.570211	31.203024	30.06867	0.8255948998526902	0.745842585582425	0.7515472062471027	0.7582002721673575	NA	NA	NA	NA	NA	NA
ENSG00000072274.8	TFRC	7037	transferrin receptor	ENST00000392396.3, ENST00000535031.1	TRUE	FALSE	TRUE	1	2	0.925125642631852	0.893954517378653	0.031171125253199095	-0.08607795966669696	0.0035335360935723203	-0.051909774979809864	0.03770172078045941	NA	3.704355	2.382947	3.147616	3.6367779999999996	3.45832	2.143256	2.667618	3.408082	0.933582229564931	0.8994140448780439	0.847504269898234	0.9371157656585033	NA	NA	NA	NA	NA	NA
ENSG00000163961.4	RNF168	165918	ring finger protein 168	ENST00000318037.3	FALSE	FALSE	FALSE	1	1	0.846686799323774	0.887268133309352	-0.04058133398557795	0	0	0	0	NA	2.467615	1.557549	2.325042	1.606833	2.467615	1.557549	2.325042	1.606833	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000185798.6	WDR53	348793	WD repeat domain 53	ENST00000332629.5	FALSE	FALSE	FALSE	1	1	0.89810034321955	0.897684161403749	4.161818158010533e-4	0	0	0	0	NA	3.442354	4.399576	5.129149	4.895992	3.442354	4.399576	5.129149	4.895992	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000174227.11	PIGG	54872	phosphatidylinositol glycan anchor biosynthesis class G	ENST00000536264.1, ENST00000503111.1	FALSE	FALSE	FALSE	1	2	0.92469302203916	0.863765415078411	0.06092760696074906	0.13073341371899855	0.1743221009366136	0.06644710554475985	0.1100357927623749	NA	1.319416	1.141856	2.802334	2.826662	0.338479	0.366334	1.085261	1.217893	0.2565369830288552	0.3208232912030939	0.38727039674785374	0.4308590839654688	NA	NA	NA	NA	NA	NA
ENSG00000185619.13	PCGF3	10336	polycomb group ring finger 3	ENST00000362003.5, ENST00000470161.2, ENST00000521023.2, ENST00000505655.2	FALSE	FALSE	FALSE	2	4	0.640043451642637	0.912256206878303	-0.272212755235666	0.097282141683176	0.32597748040108254	0.17651702933475177	0.4052123680526583	NA	11.231564	9.303284	6.846071	3.338958	4.225573	2.7629650000000003	3.24165	2.344618	0.37622302646363404	0.29698813881205827	0.47350516814681004	0.7022005068647166	NA	NA	NA	NA	NA	NA
ENSG00000063978.11	RNF4	6047	ring finger protein 4	ENST00000541204.1, ENST00000506706.1, ENST00000511600.1	FALSE	FALSE	FALSE	3	3	0.673052905158955	0.926743661620395	-0.25369075646144	0	0	0	0	NA	36.622365	52.348757	56.313084999999994	65.231409	36.622365	52.348757	56.313084999999994	65.231409	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000170871.7	KIAA0232	9778	KIAA0232	ENST00000425103.1, ENST00000307659.5	FALSE	FALSE	FALSE	2	2	0.888044132471615	0.824120884058663	0.06392324841295194	0	0	0	0	NA	1.187915	1.728561	1.814472	1.60012	1.187915	1.728561	1.814472	1.60012	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000038210.9	PI4K2B	55300	phosphatidylinositol 4-kinase type 2 beta	ENST00000264864.6	FALSE	FALSE	FALSE	1	1	0.9400667477697	0.91684679884573	0.023219948923970057	0	0	0	0	NA	6.408588	4.140986	7.078245	5.307817	6.408588	4.140986	7.078245	5.307817	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000168214.16	RBPJ	3516	recombination signal binding protein for immunoglobulin kappa J region	ENST00000342295.1, ENST00000361572.6, ENST00000348160.4, ENST00000355476.3, ENST00000507561.1, ENST00000342320.4	FALSE	FALSE	FALSE	1	6	0.940912113150941	0.940912113150941	0	6.497080232663044e-4	0.01747147859227019	0.0023834426071843995	0.019205213176188285	NA	140.312997	156.064135	136.644358	113.16096	4.042511	4.225738	4.025594	5.237332	0.02881066676952243	0.027076932185604335	0.029460374792788735	0.04628214536179262	NA	NA	NA	NA	NA	NA
ENSG00000109689.10	STIM2	57620	stromal interaction molecule 2	ENST00000237364.5, ENST00000412829.2	FALSE	FALSE	FALSE	0	2	-Inf	0.879001111848346	-Inf	0	0	0	0	NA	0.602133	0.170596	0.884258	0.448448	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA
ENSG00000169299.9	PGM2	55276	phosphoglucomutase 2	ENST00000381967.4, ENST00000544359.1, ENST00000537241.1	FALSE	FALSE	FALSE	1	3	0.945394192258748	0.945394192258748	0	-0.008777190766625075	-3.9761862503968556e-4	0	0.00837957214158539	NA	31.371541	26.842272	39.313024	27.806908999999997	0.275354	0	0	0.23301	0.008777190766625075	0	0	0.00837957214158539	NA	NA	NA	NA	NA	NA
ENSG00000109787.8	KLF3	51274	Kruppel like factor 3	ENST00000261438.5	FALSE	FALSE	FALSE	1	1	0.706708968328968	0.866535948661882	-0.15982698033291398	0	0	0	0	NA	5.449747	4.437285	4.799997	6.836601	5.449747	4.437285	4.799997	6.836601	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000078140.9	UBE2K	3093	ubiquitin conjugating enzyme E2 K	ENST00000261427.5, ENST00000295963.6, ENST00000503368.1	FALSE	FALSE	FALSE	3	3	0.67377681917935	0.972874539750809	-0.299097720571459	0	0	0	0	NA	66.235528	45.290877	55.664546	51.254363000000005	66.235528	45.290877	55.664546	51.254363000000005	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000109133.8	TMEM33	55161	transmembrane protein 33	ENST00000513702.1, ENST00000325094.5	FALSE	FALSE	FALSE	2	2	0.195964849911934	0.946413523803777	-0.750448673891843	0	0	0	0	NA	2.935354	3.401237	7.307458	6.137987000000001	2.935354	3.401237	7.307458	6.137987000000001	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000109171.10	SLAIN2	57606	SLAIN motif family member 2	ENST00000264313.6	FALSE	FALSE	FALSE	1	1	0.829496536117034	0.957929665903208	-0.12843312978617405	0	0	0	0	NA	0.487913	1.131786	0.866698	1.274385	0.487913	1.131786	0.866698	1.274385	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000109180.10	OCIAD1	54940	OCIA domain containing 1	ENST00000509122.1, ENST00000264312.7, ENST00000381473.3, ENST00000444354.2, ENST00000425583.2, ENST00000508293.1, ENST00000513391.2	FALSE	FALSE	FALSE	4	7	0.865725819331836	0.930857231447535	-0.06513141211569895	-0.20747477640620893	0.21192750070352695	-0.6196755921132305	-0.20027331500349466	NA	30.773549	15.983445	51.418417	28.605089	18.088667	15.983445	19.555679	22.876253	0.5877991842929784	1	0.38032440788676947	0.7997266849965053	NA	NA	NA	NA	NA	NA
ENSG00000109184.10	DCUN1D4	23142	defective in cullin neddylation 1 domain containing 4	ENST00000334635.5, ENST00000381437.4, ENST00000451288.2	FALSE	FALSE	FALSE	1	3	0.894131307630815	0.91115472996168	-0.017023422330864957	0.13993218730853052	0.06365680439944243	0	-0.07627538290908809	NA	18.726878	16.049617	24.144678	23.078324	16.106385	16.049617	24.144678	21.318016	0.8600678126914695	1	1	0.9237246170909119	NA	NA	NA	NA	NA	NA
ENSG00000084093.11	REST	5978	RE1 silencing transcription factor	ENST00000309042.7	FALSE	FALSE	FALSE	1	1	0.855683277681959	0.870708678596086	-0.015025400914127074	0	0	0	0	NA	5.327209	4.617231	4.512652	4.395771	5.327209	4.617231	4.512652	4.395771	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000132467.2	UTP3	57050	UTP3 small subunit processome component	ENST00000254803.2	TRUE	FALSE	FALSE	1	1	0.67819735636063	0.95196857195256	-0.27377121559192996	0	0	0	0	0	34.373535	34.001465	39.761735	37.978961	34.373535	34.001465	39.761735	37.978961	1	1	1	1	48.588786999999996	38.922264999999996	48.588786999999996	38.922264999999996	1	1
ENSG00000018189.8	RUFY3	22902	RUN and FYVE domain containing 3	ENST00000417478.2, ENST00000226328.4	FALSE	FALSE	FALSE	1	2	0.820192498617277	0.946054110548775	-0.12586161193149792	-0.08931881977028822	-0.004087997686972544	0.14797168450613407	0.23320250658944974	NA	5.70603	3.157483	7.8590100000000005	8.707018	4.728261	1.867185	5.810355	7.179414	0.8286428567673145	0.5913523524908922	0.7393240369970263	0.824554859080342	NA	NA	NA	NA	NA	NA
ENSG00000156136.5	DCK	1633	deoxycytidine kinase	ENST00000286648.5	FALSE	FALSE	FALSE	1	1	0.658937616913529	0.90282931670506	-0.2438916997915309	0	0	0	0	NA	4.9846	3.178035	5.934054	3.633116	4.9846	3.178035	5.934054	3.633116	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000145293.10	ENOPH1	58478	enolase-phosphatase 1	ENST00000273920.3	FALSE	FALSE	FALSE	1	1	0.665093399895918	0.918949011946723	-0.253855612050805	0	0	0	0	NA	26.052126	26.198141	31.220392	27.812473	26.052126	26.198141	31.220392	27.812473	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000163629.8	PTPN13	5783	protein tyrosine phosphatase non-receptor type 13	ENST00000427191.2, ENST00000316707.6, ENST00000511467.1	FALSE	FALSE	TRUE	1	3	0.923919143167155	0.861847410283081	0.06207173288407397	0.07000468047233299	0.06261126986600431	-0.1261662251757758	-0.1335596357821045	NA	20.394857000000002	4.3886650000000005	7.172066	16.196748	0.255439	0.915895	0.591906	1.216958	0.01252467717719227	0.20869558282530107	0.08252935764952526	0.07513594704319658	NA	NA	NA	NA	NA	NA
ENSG00000163110.10	PDLIM5	10611	PDZ and LIM domain 5	ENST00000317968.4, ENST00000542407.1	FALSE	FALSE	FALSE	1	2	0.93188681360877	0.951320533429253	-0.01943371982048303	-0.012580770291318766	-0.013670657216417803	0.10079367223396818	0.09970378530886914	NA	19.901619	16.90453	19.192016000000002	20.848422	17.62216	13.051805	16.752382	18.175508	0.8854636399179384	0.7720891973926515	0.8728828696266197	0.8717929827015206	NA	NA	NA	NA	NA	NA
ENSG00000138780.10	GSTCD	79807	glutathione S-transferase C-terminal domain containing	ENST00000394730.3, ENST00000515279.1, ENST00000360505.5	FALSE	FALSE	FALSE	2	3	0.624717931403564	0.898980759898544	-0.27426282849497996	0.2238408926248312	0.1481786016975637	0	-0.0756622909272675	NA	9.090314	6.020752999999999	8.551356	10.569109000000001	7.055529999999999	6.020752999999999	8.551356	9.769426	0.7761591073751688	1	1	0.9243377090727325	NA	NA	NA	NA	NA	NA
ENSG00000109534.12	GAR1	54433	GAR1 ribonucleoprotein	ENST00000394631.3, ENST00000226796.6	TRUE	FALSE	FALSE	1	2	0.651579029358475	0.883530269804037	-0.23195124044556203	-0.1253592069227144	-0.08335267907839683	-0.06183852279276636	-0.019831994948448783	NA	17.245734	22.556309000000002	25.002221000000002	22.887469000000003	16.82275	20.570281	21.254736	20.418379	0.9754731228024276	0.9119524386724795	0.8501139158797132	0.8921204437240308	NA	NA	NA	NA	NA	NA
ENSG00000174720.11	LARP7	51574	La ribonucleoprotein 7, transcriptional regulator	ENST00000344442.5, ENST00000324052.6	TRUE	FALSE	FALSE	1	2	0.892220815620315	0.92130362369288	-0.029082808072565025	-0.025288107439940033	0.0758010887349162	-0.06738085580569575	0.03370834036916048	-0.10295738386160441	81.890258	73.269565	98.617638	90.917199	50.812519	48.547537	58.697926	63.305316	0.6204952852877811	0.6625880336535368	0.595207177847841	0.6962963740226973	91.91530800000001	27.668667	38.214624	8.654806	0.41575908117503124	0.31280169731342683
ENSG00000174607.6	UGT8	7368	UDP glycosyltransferase 8	ENST00000310836.6, ENST00000394511.3	FALSE	FALSE	FALSE	1	2	0.700783761441873	0.876104225867608	-0.175320464425735	-0.016431426763755738	-0.02334040684739891	-0.019648755004961535	-0.026557735088604706	NA	19.352287	16.327722	22.594350000000002	25.372343	0.965467	0.867106	0.755953	0.673601	0.04988903895441402	0.053106367195619814	0.03345761219065828	0.026548632107015108	NA	NA	NA	NA	NA	NA
ENSG00000145390.7	USP53	54532	ubiquitin specific peptidase 53	ENST00000274030.6, ENST00000450251.1	FALSE	FALSE	FALSE	1	2	0.6748575338132	0.922483049766406	-0.24762551595320603	0.17700179354791223	0.1768617122431435	0.18263545695990796	0.18249537565513924	NA	4.713834	4.227396000000001	5.424563	5.6066	1.95205	1.726795	3.206528	3.313347	0.41411089147390423	0.4084772280619085	0.5911126850218165	0.5909726037170477	NA	NA	NA	NA	NA	NA
ENSG00000123737.8	EXOSC9	5393	exosome component 9	ENST00000243498.5, ENST00000379663.3	TRUE	FALSE	FALSE	2	2	0.704873608651487	0.944926429656281	-0.24005282100479408	0	0	0	0	0	17.07838	20.197697	32.240652	31.318179	17.07838	20.197697	32.240652	31.318179	1	1	1	1	88.9914	35.241202	88.9914	35.241202	1	1
ENSG00000142731.6	PLK4	10733	polo like kinase 4	ENST00000270861.5	FALSE	FALSE	FALSE	1	1	0.921231008308559	0.916004607008769	0.005226401299790018	0	0	0	0	NA	8.246155	7.699414	10.171751	12.005391	8.246155	7.699414	10.171751	12.005391	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000164134.8	NAA15	80155	N(alpha)-acetyltransferase 15, NatA auxiliary subunit	ENST00000296543.5, ENST00000398947.1	TRUE	FALSE	FALSE	2	2	0.674603635577326	0.936165899875727	-0.2615622642984009	0	0	0	0	0	125.123742	91.725134	122.652907	113.737201	125.123742	91.725134	122.652907	113.737201	1	1	1	1	37.273356	11.189715	37.273356	11.189715	1	1
ENSG00000085871.4	MGST2	4258	microsomal glutathione S-transferase 2	ENST00000265498.1	FALSE	FALSE	FALSE	1	1	0.671449441696983	0.944313781714039	-0.27286434001705606	0	0	0	0	NA	12.348198	16.072538	26.604581	20.005811	12.348198	16.072538	26.604581	20.005811	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000109445.6	ZNF330	27309	zinc finger protein 330	ENST00000262990.4	FALSE	FALSE	FALSE	0	1	-Inf	0.915967961533398	-Inf	0	0	0	0	NA	31.561935	34.018302	31.547495	35.114081	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA
ENSG00000164168.3	TMEM184C	55751	transmembrane protein 184C	ENST00000296582.3	FALSE	FALSE	FALSE	1	1	0.908154539460323	0.93314401657593	-0.02498947711560706	0	0	0	0	NA	11.976296	9.08454	15.758228	16.879968	11.976296	9.08454	15.758228	16.879968	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000198498.5	TMA16	55319	translation machinery associated 16 homolog	ENST00000358572.5	FALSE	FALSE	FALSE	1	1	0.701118753471959	0.985930364092396	-0.28481161062043703	0	0	0	0	NA	33.37521	34.632232	44.769389	37.127576	33.37521	34.632232	44.769389	37.127576	1	1	1	1	NA	NA	NA	NA	NA	NA
ENSG00000109472.9	CPE	1363	carboxypeptidase E	ENST00000402744.4	FALSE	FALSE	FALSE	1	1	0.688637619594212	0.967277365156971	-0.27863974556275906	0	0	0	0	NA	3.096181	3.900808	2.166252	2.199503	3.096181	3.900808	2.166252	2.199503	1	1	1	1	NA	NA	NA	NA	NA	NA
